Artist|Spotify ID|Genres
Phoenix|1xU878Z1QtBldR7ru9owdU|['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']
The Script|3AQRLZ9PuTAozP28Skbq8V|['celtic rock', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']
Easton Corbin|070kGpqtESdDsLb3gdMIyx|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
B.o.B|5ndkK3dpZLKtBklKjxNQwT|['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop']
Eddie Vedder|0mXTJETA4XUa12MmmXxZJh|['permanent wave', 'rock']
Roscoe Dash|0bfX8pF8kuHNCs57Ms4jZb|['southern hip hop', 'trap music']
Shiny Toy Guns|6UocZe4AprSYBvmn3J0oqY|['alternative dance', 'dance-punk', 'electropop', 'indietronica']
General Larry Platt|010JjFqFcVyJmc2G56puZ2|[]
Waka Flocka Flame|6f4XkbvYlXMH0QgVRzW0sM|['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Christopher Wilde|533HtQP5btWIZcKlHJtEWK|['post-teen pop']
Taio Cruz|6MF9fzBmfXghAz953czmBC|['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']
Danny Gokey|5Yu3b48Y29bZlI1cLPOZJz|['ccm', 'christian music', 'idol']
La Roux|3K2zB87GZv1krx031en5VA|['alternative dance', 'dance pop', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'pop']
Steel Magnolia|7sbNNaQTulMUEWxL5aDTiT|['country dawn']
Sam Adams|0WKhRhEd0juXSk3vef7cLw|[]
Spose|3tM6SwRysCaIK0kW4h0mVP|['comic', 'indie pop rap']
Jaron|4kerBatvaELCGJDnDqW5oq|[]
Diddy - Dirty Money|2QYEvpsWUOjqaYuxDPTCmV|['hip pop']
Travie McCoy|7o9Nl7K1Al6NNAHX6jn6iG|['dance pop', 'pop rap']
Mike Posner|2KsP6tYLJlTBvSUxnwlVWa|['dance pop', 'edm', 'pop', 'pop rap']
Jerrod Niemann|0RKP52f5PNDCRZ9Luq2Sr7|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']
Big Time Rush|0GWCNkPi54upO9WLlwjAHd|['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']
Alpha Rev|5fhX5cgW9CIJ363zTqAP3a|[]
Lee Brice|5Zq7R5qmi58ByYyBQTlNuk|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
Gyptian|2JX4h8xm0hNxCB0aNBWzyi|['conscious hip hop', 'dancehall', 'reggae fusion', 'roots reggae']
Lee DeWyze|1KNNZV9twnpQBqyUoGvWA6|['idol', 'neo mellow']
Crystal Bowersox|2IgfvpRnRRvieMOYwvI7Rr|['idol']
Will Young|2U6gqwyl9F33YxawnFrZG7|['dance pop', 'europop', 'new wave pop']
Cali Swag District|1EeArivTpzLNCqubV95255|[]
J. Cole|6l3HvQ5sa6mXTsMTB19rO5|['conscious hip hop', 'hip hop', 'pop rap', 'rap']
Nicki Minaj|0hCNtLu0JehylgoiP8L4Gh|['dance pop', 'hip pop', 'pop', 'pop rap']
V V Brown|39ZHUueufhIdbW4yu9uODG|['metropopolis']
Neon Trees|0RpddSzUHfncUWNJXKOsjy|['indie pop', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop']
Bobby Brackins|72rsQfzxNVLPpbzQzXVJSc|['slow game', 'west coast trap']
Christina Perri|7H55rcKCfwqkyDFH9wpKM6|['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']
The Band Perry|75FnCoo4FBxH5K1Rrx0k5A|['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']
Auburn|3I5oBScoCTzPsuNPYA64l7|[]
Chiddy Bang|40giwFcTQtv9ezxW8yqxJU|['indie pop rap', 'pop rap']
Bruno Mars|0du5cEVh5yTK9QJze8zA0C|['pop', 'post-teen pop']
Antoine Dodson|3rhkghmBZVTNwfxwmt3UoL|[]
The Ready Set|2eRJjYEaWyGZbOBGYFLBoC|['alternative pop rock', 'pixie', 'pop emo', 'pop punk', 'post-teen pop']
Soundgarden|5xUf6j4upBrXZPg6AI4MRK|['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']
YG|0A0FS04o6zMoto8OKPsDwY|['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Josh Thompson|4BuyNtIXCdb4fHesOdR3io|['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']
Florence + The Machine|1moxjboGR7GNWYIMWsRjgG|['chamber pop', 'folk-pop', 'pop']
Yolanda Be Cool|4KkHjCe8ouh8C2P9LPoD4F|['australian dance']
Miguel|360IAlyVv4PCEVjgyMZrxK|['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']
Wiz Khalifa|137W8MRPWKqSmrBGDBFSop|['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Marsha Ambrosius|46VWDbmWmzvPBTmkSr25gM|['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']
A Rocket To The Moon|1NU9Em6e8dDo36Js6nEo3t|['alternative pop rock', 'emo', 'neo mellow', 'pixie', 'pop emo', 'pop punk']
Edward Maya|6XwwFnewNgWp81MYMK8zLq|[]
Willow|3rWZHrfrsPBxVy692yAIxF|['dance pop', 'electropop', 'escape room', 'indie r&b', 'pop', 'post-teen pop']
My Darkest Days|64g59lHsc4g2jMFokrKDGW|['alternative metal', 'nu metal', 'post-grunge', 'rap rock']
The Black Keys|7mnBLXK823vNxN3UWB7Gfz|['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']
New Hollow|4NVjldBwjF0DzudAiLvti0|[]
Sick Puppies|7qAcXJgt1PWnxwUgxMdyuk|['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap rock']
Victorious Cast|1KYszkVzlhV3rAqmAcYIgd|['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']
Dev|4Ib0TB8ykTnPPGrJTlVmYF|[]
Thompson Square|0Bvs8yPjrQSbmVIRqSg1Sp|['canadian contemporary country', 'contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']
Troop 41|2epZPZ7pPLAho4JLe9UwFd|[]
Gwyneth Paltrow|4njFVSUWyxD84ur7w8Oy7h|[]
Sunny Sweeney|3uBMhKEXqr2UtRlx7Jn9LL|['canadian contemporary country', 'contemporary country', 'country', 'country dawn', 'modern country rock', 'outlaw country', 'red dirt', 'roots americana', 'texas country']
Travis Porter|6z1cicLMt9XArxN10q7m8a|['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Garrett Hedlund|2rIaXMzFroqNiyyTkayeWU|['contemporary country']
Mann|3sAHunotiQdUXKSsFj5KUg|[]
Rise Against|6Wr3hh341P84m3EI8qdn9O|['alternative metal', 'chicago punk', 'hardcore punk', 'nu metal', 'pop punk', 'post-grunge', 'punk']
Jessie J|2gsggkzM5R49q6jpPvazou|['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'viral pop']
Jana Kramer|2PaRhxWFaqCUZybJDDoNrf|['canadian contemporary country', 'contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']
Ronnie Dunn|1iLuTmIgxCEiEllDSWkeIy|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']
Tinie Tempah|0Tob4H0FLtEONHU1MjpUEp|['dance pop', 'grime', 'hip hop', 'house', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'tropical house']
Aaron Lewis|2t2XKfWKLXpFIjFwy1K8wx|['alternative metal', 'contemporary country', 'country', 'country road', 'modern country rock', 'post-grunge', 'redneck']
Chris Medina|2uCmngYSlTEELzZXl1z1dV|[]
Big Sean|0c173mlxpT3dSFRgMO8XPh|['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Rebecca Black|3Vl9fyKMIdLMswk8ai3mm9|['post-teen pop']
Craig Campbell|7tkwiWhGKSuQV8LwPWceWN|['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']
Sara Ramirez|369G5DRwe0MjvyOoyyVXGN|['hollywood', 'show tunes']
YC|4utmqQVLD5gB15ezM0mYuI|[]
Martin Solveig|1bj5GrcLom5gZFF5t949Xl|['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop', 'pop rap', 'tropical house', 'vocal house']
Hot Chelle Rae|6jTnHxhb6cDCaCu4rdvsQ0|['dance pop', 'neo mellow', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'teen pop', 'viral pop']
Bridgit Mendler|4VhL8KLjVso4vLfOLVViTb|['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']
Javier Colon|3flTDj1VSZCktpBGZlNutt|[]
Duck Sauce|0q8J3Yj810t5cpAYEJ7gxt|['disco house']
Foster The People|7gP3bB2nilZXLfPHJhMdvc|['indie pop', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop', 'rock']
Bad Meets Evil|77IURH5NC56Jn09QHi76is|['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']
Steven Tyler|32zks9ovi0IExzUd1C7W6o|[]
Nicole Scherzinger|40xbWSB4JPdOkRyuTDy1oP|['dance pop', 'electropop', 'europop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']
Ashton Shepherd|43eAoOm70bzBUNs4JKP5nE|['contemporary country', 'country', 'country dawn', 'country road']
Scotty McCreery|6ZV6lGY0prbqpTD0Md8i29|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
Lauren Alaina|1v3tdpIdBSW14rHUfiEVOv|['canadian contemporary country', 'contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']
Reeve Carney|7qDUWeBzKcDnh15yhYBf2U|[]
Mac Miller|4LLpKhyESsyAXpc4laK94U|['hip hop', 'pop rap', 'rap']
Andy Grammer|2oX42qP5ineK3hrhBECLmj|['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']
Rej3ctz|67oiK9STe75g3hNiUFyaRo|[]
Dia Frampton|3ppkM4QtM781APpaX7H9t7|[]
Romeo Santos|5lwmRuXgjX8xIwlnauTZIP|['bachata', 'latin', 'tropical']
Vicci Martinez|1sxu3pxg9icRUHpyWpDxz2|['deep talent show']
Casey Weston|22Fg6dE7cFJm88AiUzGHAa|['deep talent show']
Afrojack|4D75GcNG95ebPtNvoNVXhz|['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']
Xenia|4hlUIRQCAtCnIO4mh0jvpq|[]
Bella Thorne|58AqJv0sDFPFnnBcLT8eeX|['post-teen pop']
Brantley Gilbert|5q8HGNo0BjLWaTAhRtbwxa|['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']
Adam Levine|4bYPcJP5jwMhSivRcqie2n|['neo mellow']
Frank Ocean|2h93pZq0e7k5yf4dywlkpM|['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'pop rap', 'rap']
Alexandra Stan|0BmLNz4nSLfoWYW1cYsElL|['dance pop']
DJ Drama|5oNgAs7j5XcBMzWv3HAnHG|['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Kreayshawn|51xJF4OqJPHWop1fv0VVyd|['escape room']
Five Finger Death Punch|5t28BP42x2axFnqOOMg3CM|['alternative metal', 'groove metal', 'nu metal', 'post-grunge']
Ellie Goulding|0X2BH1fck6amBIoJhDVmmJ|['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']
Mindless Behavior|2waKklOyXKNqhqIOmE4yBA|['deep pop r&b']
AWOLNATION|4njdEjTnLfcGImKZu1iSrz|['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']
Pistol Annies|2wSgVsgLUZeDJwoLcPO7ny|['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']
Hugh Laurie|5WM5zPOswRcPu07rxP2dQv|['comic']
China Anne McClain|6SvFyXN6qzhw95Bj4HoevV|['disney', 'post-teen pop']
Kaskade|6TQj5BFPooTa08A7pk8AQ1|['big room', 'chicago house', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house', 'vocal house']
Hunter Hayes|7H6dkUChT5EoOQtUVMg4cN|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'post-teen pop']
Breathe Carolina|53M4Iv2RkzzxFFvW2B1jhC|['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'electropowerpop', 'emo', 'pop punk', 'screamo', 'trancecore']
Avicii|1vCWHaC5f2uS3yhpwWbIA6|['big room', 'edm', 'pop']
Outasight|1zuG3w1Zgeou53fb3Vu3bO|['indie pop rap']
Grouplove|3kVUvbeRdcrqQ3oHk5hPdx|['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'stomp and holler']
fun.|5nCi3BB41mBaMH9gfr6Su0|['metropopolis', 'modern rock', 'pop rap']
Edens Edge|6KAwb5D0KanI575XxOucMt|['contemporary country', 'country dawn', 'country road', 'modern country rock']
Skrillex|5he5w2lnU9x7JFhnwcekXX|['brostep', 'complextro', 'edm', 'electro']
Gotye|2AsusXITU8P25dlRNhcAbG|['australian alternative rock', 'australian pop']
The Wanted|2NhdGz9EDv2FeUw6udu2g1|['boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']
Lana Del Rey|00FQb4jTyendYWaN8pK0wa|['dance pop', 'pop']
MGK|0jn47ZZH4HhX8JIGJUWSr0|[]
Diggy|2LuUALONla8DJRSCiGONBp|[]
Meek Mill|20sxb77xiYeusSH8cVdatc|['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Lindsey Pavao|7Ggjp4QndrMqekks6yCFP4|['deep talent show']
Kip Moore|2hJPr4lk7Q8SSvCVBl9fWM|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
Calvin Harris|7CajNmpbOovFoOoasH2HaY|['edm', 'electro house', 'house', 'pop', 'progressive house']
Kirko Bangz|2r8r62VGJKGi463aH1HJUZ|['deep pop r&b', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']
One Direction|4AK6F7OLvEQ5QYCBNiQWHq|['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']
deadmau5|2CIMQHirSU0MQqyYHq0eOx|['big room', 'edm', 'electro house', 'progressive house']
Carly Rae Jepsen|6sFIWsNpZYqfjUpaCgueju|['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']
LoveRance|1rBxtaN521NYi8Z35G7fUn|['west coast trap']
Future|1RyvyyTE3xzB2ZywiAwp0i|['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Karmin|4M0DLz8te9Q1lNIXBBwvfG|['dance pop', 'pop', 'post-teen pop', 'viral pop']
Alex Clare|5Tf4EH8tDvznnjULcFxkIl|['modern alternative rock']
Havana Brown|1EVWYRr2obCRDoSoD6KSuM|['australian dance', 'australian pop', 'electropop']
Ca$h Out|7Kp7SzuRuNiPFCy7JIwnLx|['deep southern trap', 'deep trap', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Juliet Simms|1hlXIybvN1I8r3ooBEkYRh|['deep talent show']
2 Chainz|17lzZA2AlOHwCwFALHttmp|['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Tony Lucca|25JN9vPFGeYAhoaYyVGuwC|['acoustic pop', 'neo mellow']
Jermaine Paul|302jOsgU7aZW71XhLem57k|['deep talent show']
Dustin Lynch|1dID9zgn0OV0Y8ud7Mh2tS|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
Phillip Phillips|6p5JxpTc7USNnBnLzctyd4|['folk-pop', 'neo mellow', 'pop', 'pop rock']
Rita Ora|5CCwRZC6euC8Odo6y9X8jr|['dance pop', 'edm', 'pop', 'post-teen pop', 'r&b', 'tropical house']
The Lumineers|16oZKvXb6WkQlVAjwo2Wbg|['folk-pop', 'indie folk', 'modern rock', 'stomp and holler']
Imagine Dragons|53XhwfbYqKCa1cC15pYq2q|['modern rock', 'rock', 'vegas indie']
Cher Lloyd|4m4SfDVbF5wxrwEjDKgi4k|['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'r&b', 'talent show', 'viral pop']
Driicky Graham|7h5oEr0hzlM0GFQMrgEwSo|[]
NERO|4uRYpUQZrNrY5t8tAv3XrD|['brostep', 'drum and bass', 'edm', 'electro house']
French Montana|6vXTefBL93Dj5IqAWq6OTv|['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Thomas Rhett|6x2LnllRG5uGarZMsD4iO8|['contemporary country', 'country', 'country road', 'modern country rock']
Ed Sheeran|6eUKZXaKkcviH0Ku9w2n3V|['pop']
Kendrick Lamar|2YZyLoL8N0Wb9xBt1NhZWg|['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']
Florida Georgia Line|3b8QkneNDz4JHKKKlLgYZg|['contemporary country', 'country', 'country road', 'modern country rock']
Slaughterhouse|5rVbcJv0JRfhWLA3mgM73r|['dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']
Chief Keef|15iVAtD3s3FsQR4w1v6M0P|['drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']
Macklemore|3JhNCzhSMTxs9WLGJJxWOY|['pop rap']
Passion Pit|7gjAu1qr5C2grXeQFFOGeh|['alternative dance', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop']
PSY|2dd5mrQZvg6SmahdgVKDzh|['k-hop', 'k-pop']
Juicy J|5gCRApTajqwbnHHPbr2Fpi|['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Olly Murs|3whuHq0yGx60atvA2RCVRW|['dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']
Swedish House Mafia|1h6Cn3P4NGzXbaXidqURXs|['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop rap', 'progressive electro house']
Greg Bates|2COi3lJPZHP2CjJBfofGwh|['country road', 'modern country rock']
Sam Palladio|6zO84xQ3YiDtFTfKb2Tg5M|['british country', 'modern country rock']
A$AP Rocky|13ubrt8QOOCPljQ2FL1Kca|['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']
The Weeknd|1Xyo4u8uXC1ZmMpatF05PJ|['canadian pop', 'pop', 'rap']
Cassadee Pope|7ahuvq1mbb4idwG1iJbSFG|['canadian contemporary country', 'contemporary country', 'pop emo', 'viral pop']
Melanie Martinez|63yrD80RY3RNEM2YDpUpO8|['dance pop', 'electropop', 'pop', 'post-teen pop']
Grace Potter|1PJVVIeS5Wu0wbZDhtC0Ht|[]
Amanda Brown|11VRTR3lSXmFs5YZfmNOl7|['deep talent show']
Terry McDermott|70vDOyUxrgVhYM63LkJfvV|['deep talent show']
Nicholas David|2r7f7tP46hkr4U6nMpzzQx|['deep talent show']
Kacey Musgraves|70kkdajctXSbqSMJbQO424|['contemporary country', 'country dawn']
Jonn Hart|7vMpNua6oKT52WWHNUJ1No|['slow game']
Trinidad James|0I5HubncQ8E1MFZOlPDY4J|['gangster rap', 'rap', 'southern hip hop', 'trap music']
Casey James|0AAUWYwZqrnuwkjMCO5OX7|['idol', 'modern country rock']
Anne Hathaway|0nIyPY7J7G68WgQEOLHn0x|['hollywood', 'show tunes']
Anna Kendrick|6xfqnpe2HnLVUaYXs2F8YS|['hollywood']
The Barden Bellas|2BaKphge9AdjZIxQqv7WoQ|['a cappella', 'hollywood', 'post-teen pop']
Samantha Barks|4gOl5m9dY7IGAipqpul7GZ|[]
Kid Ink|6KZDXtSj0SzGOV705nNeh3|['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']
Icona Pop|1VBflYyxBhnDc9uVib98rw|['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']
Baauer|25fqWEebq6PoiGQIHIrdtv|['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']
Krewella|0Cd6nHYwecCNM1sVEXKlYr|['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house', 'pop']
Alabama Shakes|16GcWuvvybAoaHr0NqT8Eh|['folk-pop', 'funk', 'garage rock', 'indie folk', 'indie pop', 'modern rock', 'stomp and holler']
Britt Nicole|6BXionV4R0BunrFpSwIMUK|['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']
Hadouken!|1369EOxSlL69yV9Yp1nVaR|['dance-punk', 'new rave']
J. Dash|6bsEozzA1CHU0TIq2DXDxq|['pop rap']
Zedd|2qxJFvFYMEDqd7ui6kSAcq|['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']
Ariana Grande|66CXWjxzNUsdJxJ2JdwvnR|['dance pop', 'pop', 'post-teen pop']
Little Mix|3e7awlrlDSwF3iM0WBjGMp|['dance pop', 'girl group', 'pop', 'post-teen pop', 'r&b', 'talent show']
Hustle Gang|0GzVceAvbqLBozWT3s6QcE|['deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Arianna|6k8y1np6q05Us6dNn3vmF8|[]
Capital Cities|4gwpcMTbLWtBUlOijbVpuu|['alternative dance', 'metropopolis', 'modern rock', 'pop', 'shimmer pop']
Danielle Bradbery|5iqStkZi6QmG8sgQZQrfGN|['canadian contemporary country', 'contemporary country']
Rich Gang|6h2J3dxLnTyURwIUBumKog|['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Candice Glover|1rHf7vRCsDRBkbA1XGT9e1|[]
Zach Sobiech|1gPo4GYra6HG4nBHD1D3c5|[]
Labrinth|2feDdbD5araYcm6JhFHHw7|['dance pop', 'pop', 'pop rap', 'r&b']
Brett Eldredge|0qSX3s5pJnAlSsgsCne8Cz|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
A$AP Ferg|5dHt1vcEm9qb8fCyLcB3HL|['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']
Tyler Farr|3vHV92ecrylnUHDM4d2MtC|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']
Michelle Chamuel|6AXr7aXrJYFI3XjslAWDPY|[]
The Neighbourhood|77SW9BnxLY8rJ0RciFqkHh|['modern alternative rock', 'modern rock', 'pop']
The Swon Brothers|1nf0nRF0W4ybnJdda00pKY|['canadian contemporary country', 'contemporary country', 'lift kit']
Austin Mahone|04abdnqPQe2N4fjztDea6z|['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']
Amber Carrington|6YdYhEJqzEypHPI4KA0KyF|['deep talent show']
Major Lazer|738wLrAtLtCtFOLvQBXOXp|['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']
Lorde|163tK9Wjr9P9DmM0AVK7lm|['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop']
Jay Z|2KUhiqlXzyDGS97SSaUsqn|[]
Sage The Gemini|6d47Z08T4snK50HgTEHo5Z|['dance pop', 'hyphy', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Fifth Harmony|1l8Fu6IkuTP0U5QetQJ5Xt|['dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop', 'r&b', 'talent show']
Rich Homie Quan|5lHRUCqkQZCIWeX7xG4sYT|['deep trap', 'pop rap', 'rap', 'southern hip hop', 'trap music']
Emblem3|1md9aYaJ6Qt1FHypXICB5V|['post-teen pop', 'talent show', 'teen pop']
Passenger|0gadJ2b9A4SKsB1RFkBb66|['neo mellow']
Bastille|7EQ0qTo7fWT7DPxmxtSYEc|['metropopolis', 'modern rock', 'pop']
Zendaya|6sCbFbEjbYepqswM1vWjjs|['dance pop', 'pop', 'post-teen pop', 'viral pop']
Prince Royce|3MHaV05u0io8fQbZ2XPtlC|['bachata', 'dance pop', 'latin', 'latin pop', 'pop', 'tropical']
Bonnie McKee|7dtJROxWQe3fxxF5t7o67N|['candy pop', 'electropop', 'indie poptimism', 'post-teen pop']
Green Shoe Studio|7IFHbZDIRzpeuaA5ofOeF8|[]
Ylvis|2lEOFtf3cCyzomQcMHJGfZ|['comic']
August Alsina|19Fi1Rj7kk8kyiwxpXy3yM|['dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']
Migos|6oMuImdp5ZcFhWP0ESe6mG|['pop', 'rap', 'trap music']
Mike WiLL Made-It|0NWbwDZY1VkRqFafuQm6wk|['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']
Charlie Worsham|1nYvElumwIjMkOczb985bq|['modern country rock']
Arcade Fire|3kjuyTCjPG1WMFCiyc5IuB|['alternative rock', 'canadian indie', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']
Martin Garrix|60d24wfXkVzDSfLS6hyCjZ|['big room', 'edm', 'pop', 'progressive house', 'tropical house']
Parmalee|4TshyQDihSYXSWqvclXl3I|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'modern uplift']
Armin van Buuren|0SfsnGyD8FpIN4U4WCkBZ5|['edm', 'progressive house', 'progressive trance', 'trance']
Sevyn Streeter|6If57j6e3TXXk0HiLcIZca|['deep pop r&b', 'hip pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap queen', 'urban contemporary']
K. Michelle|2retT7MFwHDVTeGKDdybEx|['deep pop r&b', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']
Chase Rice|6pBNfggcZZDCmb0p92OnGn|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']
Alison Gold|7hke13keEUFw9XHy6wI3gc|[]
Tegan|1POROKvvfRzdovuTCBBTvf|[]
Eric Paslay|4TONBKcqVR1LmPdfJxvkMU|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
Cole Swindell|1mfDfLsMxYcOOZkzBxvSVW|['canadian contemporary country', 'contemporary country', 'country', 'country road', 'modern country rock']
ScHoolboy Q|5IcR3N7QB1j6KBL8eImZ8m|['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']
A Great Big World|5xKp3UyavIBUsGy3DQdXeF|['neo mellow', 'piano rock', 'pop rock']
James Wolpert|3c95qPRLU7Jpu9rC3rc5A0|['deep talent show']
Matthew Schuler|6FSZmn4oKr0o1UpTZ8vXMq|['deep talent show']
American Authors|0MlOPi3zIDMVrfA9R04Fe3|['brooklyn indie', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop', 'pop rock']
